"Date","Close"
"Jan 31, 2000","100.000"
"Feb 29, 2000","101.292"
"Mar 31, 2000","101.630"
"Apr 28, 2000","91.853"
"May 31, 2000","87.853"
"Jun 30, 2000","90.664"
"Jul 31, 2000","85.895"
"Aug 31, 2000","86.196"
"Sep 29, 2000","78.558"
"Oct 31, 2000","72.823"
"Nov 30, 2000","66.414"
"Dec 29, 2000","67.928"
"Jan 31, 2001","77.132"
"Feb 28, 2001","71.027"
"Mar 30, 2001","63.725"
"Apr 30, 2001","66.690"
"May 31, 2001","67.267"
"Jun 29, 2001","65.709"
"Jul 31, 2001","61.390"
"Aug 31, 2001","60.678"
"Sep 28, 2001","51.160"
"Oct 31, 2001","54.307"
"Nov 30, 2001","59.917"
"Dec 31, 2001","64.592"
"Jan 31, 2002","66.697"
"Feb 28, 2002","67.719"
"Mar 29, 2002","71.516"
"Apr 30, 2002","71.804"
"May 31, 2002","70.469"
"Jun 28, 2002","65.070"
"Jul 31, 2002","59.957"
"Aug 30, 2002","60.824"
"Sep 30, 2002","54.153"
"Oct 31, 2002","57.624"
"Nov 29, 2002","61.531"
"Dec 31, 2002","59.441"
"Jan 31, 2003","59.105"
"Feb 28, 2003","57.243"
"Mar 31, 2003","55.407"
"Apr 30, 2003","60.067"
"May 30, 2003","64.192"
"Jun 30, 2003","67.702"
"Jul 31, 2003","71.760"
"Aug 29, 2003","76.419"
"Sep 30, 2003","76.850"
"Oct 31, 2003","83.256"
"Nov 28, 2003","84.113"
"Dec 31, 2003","90.107"
"Jan 30, 2004","93.040"
"Feb 27, 2004","97.220"
"Mar 31, 2004","98.101"
"Apr 30, 2004","89.806"
"May 31, 2004","87.763"
"Jun 30, 2004","87.954"
"Jul 30, 2004","86.110"
"Aug 31, 2004","89.490"
"Sep 30, 2004","94.456"
"Oct 29, 2004","96.516"
"Nov 30, 2004","105.404"
"Dec 31, 2004","110.334"
"Jan 31, 2005","110.356"
"Feb 28, 2005","119.798"
"Mar 31, 2005","111.660"
"Apr 29, 2005","108.261"
"May 31, 2005","111.551"
"Jun 30, 2005","115.013"
"Jul 29, 2005","122.623"
"Aug 31, 2005","123.370"
"Sep 30, 2005","134.580"
"Oct 31, 2005","125.645"
"Nov 30, 2005","135.939"
"Dec 30, 2005","143.771"
"Jan 31, 2006","159.500"
"Feb 28, 2006","159.161"
"Mar 31, 2006","160.320"
"Apr 28, 2006","171.264"
"May 31, 2006","152.830"
"Jun 30, 2006","152.126"
"Jul 31, 2006","153.815"
"Aug 31, 2006","157.333"
"Sep 29, 2006","158.358"
"Oct 31, 2006","165.741"
"Nov 30, 2006","177.878"
"Dec 29, 2006","185.727"
"Jan 31, 2007","183.453"
"Feb 28, 2007","182.245"
"Mar 30, 2007","189.035"
"Apr 30, 2007","197.572"
"May 31, 2007","206.482"
"Jun 29, 2007","215.620"
"Jul 31, 2007","226.420"
"Aug 31, 2007","221.172"
"Sep 28, 2007","245.168"
"Oct 31, 2007","272.175"
"Nov 30, 2007","252.724"
"Dec 31, 2007","253.447"
"Jan 31, 2008","221.527"
"Feb 29, 2008","237.589"
"Mar 31, 2008","224.755"
"Apr 30, 2008","242.446"
"May 30, 2008","246.212"
"Jun 30, 2008","221.232"
"Jul 31, 2008","212.021"
"Aug 29, 2008","194.600"
"Sep 30, 2008","160.141"
"Oct 31, 2008","116.103"
"Nov 28, 2008","107.240"
"Dec 31, 2008","115.395"
"Jan 30, 2009","107.761"
"Feb 27, 2009","101.610"
"Mar 31, 2009","115.990"
"Apr 30, 2009","134.868"
"May 29, 2009","157.332"
"Jun 30, 2009","154.926"
"Jul 31, 2009","171.761"
"Aug 31, 2009","170.832"
"Sep 30, 2009","186.011"
"Oct 30, 2009","186.054"
"Nov 30, 2009","193.964"
"Dec 31, 2009","201.360"
"Jan 29, 2010","189.988"
"Feb 26, 2010","190.464"
"Mar 31, 2010","205.606"
"Apr 30, 2010","207.580"
"May 31, 2010","188.526"
"Jun 30, 2010","186.813"
"Jul 30, 2010","201.755"
"Aug 31, 2010","197.407"
"Sep 30, 2010","218.873"
"Oct 29, 2010","225.024"
"Nov 30, 2010","218.939"
"Dec 31, 2010","234.310"
"Jan 31, 2011","227.736"
"Feb 28, 2011","225.434"
"Mar 31, 2011","238.275"
"Apr 29, 2011","245.023"
"May 31, 2011","237.686"
"Jun 30, 2011","233.259"
"Jul 29, 2011","231.532"
"Aug 31, 2011","210.249"
"Sep 30, 2011","179.171"
"Oct 31, 2011","202.600"
"Nov 30, 2011","188.917"
"Dec 30, 2011","186.487"
"Jan 31, 2012","207.450"
"Feb 29, 2012","219.670"
"Mar 30, 2012","211.938"
"Apr 30, 2012","208.797"
"May 31, 2012","184.434"
"Jun 29, 2012","190.754"
"Jul 31, 2012","193.834"
"Aug 31, 2012","192.784"
"Sep 28, 2012","204.043"
"Oct 31, 2012","202.552"
"Nov 30, 2012","204.932"
"Dec 31, 2012","214.736"
"Jan 31, 2013","217.547"
"Feb 28, 2013","214.617"
"Mar 29, 2013","210.606"
"Apr 30, 2013","211.532"
"May 31, 2013","205.310"
"Jun 28, 2013","191.360"
"Jul 31, 2013","192.830"
"Aug 30, 2013","189.163"
"Sep 30, 2013","200.951"
"Oct 31, 2013","210.507"
"Nov 29, 2013","207.224"
"Dec 31, 2013","204.051"
"Jan 31, 2014","190.586"
"Feb 28, 2014","196.669"
"Mar 31, 2014","202.415"
"Apr 30, 2014","202.543"
"May 30, 2014","209.139"
"Jun 30, 2014","213.836"
"Jul 31, 2014","216.888"
"Aug 29, 2014","221.387"
"Sep 30, 2014","204.587"
"Oct 31, 2014","206.774"
"Nov 28, 2014","204.462"
"Dec 31, 2014","194.611"
"Jan 30, 2015","195.689"
"Feb 27, 2015","201.524"
"Mar 31, 2015","198.328"
"Apr 30, 2015","213.226"
"May 29, 2015","204.361"
"Jun 30, 2015","197.857"
"Jul 31, 2015","183.494"
"Aug 31, 2015","166.614"
"Sep 30, 2015","161.184"
"Oct 30, 2015","172.538"
"Nov 30, 2015","165.712"
"Dec 31, 2015","161.610"
"Jan 29, 2016","151.075"
"Feb 29, 2016","150.659"
"Mar 31, 2016","170.292"
"Apr 29, 2016","170.981"
"May 31, 2016","164.319"
"Jun 30, 2016","169.742"
"Jul 29, 2016","177.754"
"Aug 31, 2016","181.866"
"Sep 30, 2016","183.857"
"Oct 31, 2016","184.188"
"Nov 30, 2016","175.589"
"Dec 30, 2016","175.475"
"Jan 31, 2017","185.031"
"Feb 28, 2017","190.554"
"Mar 31, 2017","195.031"
"Apr 28, 2017","199.017"
"May 31, 2017","204.587"
"Jun 30, 2017","205.701"
"Jul 31, 2017","216.982"
"Aug 31, 2017","221.350"
"Sep 29, 2017","220.134"
"Oct 31, 2017","227.736"
"Nov 30, 2017","228.085"
"Dec 29, 2017","235.749"
"Jan 31, 2018","255.312"
"Feb 28, 2018","243.225"
"Mar 30, 2018","238.276"
"Apr 30, 2018","236.964"
"May 31, 2018","228.068"
"Jun 29, 2018","217.650"
"Jul 31, 2018","221.300"
"Aug 31, 2018","214.891"
"Sep 28, 2018","213.252"
"Oct 31, 2018","194.533"
"Nov 30, 2018","202.428"
"Dec 31, 2018","196.538"
"Jan 31, 2019","213.663"
"Feb 28, 2019","213.872"
"Mar 29, 2019","215.332"
"Apr 30, 2019","219.627"
"May 31, 2019","203.095"
"Jun 28, 2019","214.666"
"Jul 31, 2019","211.034"
"Aug 30, 2019","200.315"
"Sep 30, 2019","203.706"
"Oct 31, 2019","212.046"
"Nov 29, 2019","211.652"
"Dec 31, 2019","226.837"
"Jan 31, 2020","216.190"
"Feb 28, 2020","204.625"
"Mar 31, 2020","172.688"
"Apr 30, 2020","188.227"
"May 29, 2020","189.330"
"Jun 30, 2020","202.505"
"Jul 31, 2020","219.563"
"Aug 31, 2020","224.158"
"Sep 30, 2020","220.189"
"Oct 30, 2020","224.557"
"Nov 30, 2020","245.235"
"Dec 31, 2020","262.776"
"Jan 29, 2021","270.570"
"Feb 26, 2021","272.543"
"Mar 31, 2021","267.896"
"Apr 30, 2021","274.243"
"May 31, 2021","280.062"
"Jun 30, 2021","279.743"
