Date,^125904-USD-STRD
2004-08-20,1140.52
2004-08-23,1144.67
2004-08-24,1135.39
2004-08-25,1136.57
2004-08-26,1145.34
2004-08-27,1149.08
2004-08-30,1147.89
2004-08-31,1147.19
2004-09-01,1156.57
2004-09-02,1159.46
2004-09-03,1158.86
2004-09-06,1165.01
2004-09-07,1164.37
2004-09-08,1168.52
2004-09-09,1165.29
2004-09-10,1181.66
2004-09-13,1186.78
2004-09-14,1186.29
2004-09-15,1171.24
2004-09-16,1175.36
2004-09-17,1184.5
2004-09-20,1178.92
2004-09-21,1195.02
2004-09-22,1186.49
2004-09-23,1183.13
2004-09-24,1183.86
2004-09-27,1179.06
2004-09-28,1186.04
2004-09-29,1190.51
2004-09-30,1192.38
2004-10-01,1210.8
2004-10-04,1209.51
2004-10-05,1215.21
2004-10-06,1213.8
2004-10-07,1211.67
2004-10-08,1218.97
2004-10-11,1214.76
2004-10-12,1197.84
2004-10-13,1197.4
2004-10-14,1201.15
2004-10-15,1207.35
2004-10-18,1207.42
2004-10-19,1219.12
2004-10-20,1215.48
2004-10-21,1222.68
2004-10-22,1224.26
2004-10-25,1217.85
2004-10-26,1220.95
2004-10-27,1235.23
2004-10-28,1239.67
2004-10-29,1234.84
2004-11-01,1247.58
2004-11-02,1254.47
2004-11-03,1268.75
2004-11-04,1273.25
2004-11-05,1283.21
2004-11-08,1285.86
2004-11-09,1281.51
2004-11-10,1284.51
2004-11-11,1294.31
2004-11-12,1302.35
2004-11-15,1301.64
2004-11-16,1296.83
2004-11-17,1313.03
2004-11-18,1309.6
2004-11-19,1306.37
2004-11-22,1297.76
2004-11-23,1304.11
2004-11-24,1309.5
2004-11-25,1326.78
2004-11-26,1326.65
2004-11-29,1327.8
2004-11-30,1322.64
2004-12-01,1339.24
2004-12-02,1341.16
2004-12-03,1348.16
2004-12-06,1347.36
2004-12-07,1352.48
2004-12-08,1333.74
2004-12-09,1323.12
2004-12-10,1324.76
2004-12-13,1342.34
2004-12-14,1342.49
2004-12-15,1355.48
2004-12-16,1346.66
2004-12-17,1332.93
2004-12-20,1354.58
2004-12-21,1347.46
2004-12-22,1356.12
2004-12-23,1368.21
2004-12-24,1373.33
2004-12-27,1379.54
2004-12-28,1378.92
2004-12-29,1376.9
2004-12-30,1381.25
2004-12-31,1377.95
2005-01-03,1372.54
2005-01-04,1360.42
2005-01-05,1349.6
2005-01-06,1345.65
2005-01-07,1341.66
2005-01-10,1346.23
2005-01-11,1341.71
2005-01-12,1344.98
2005-01-13,1341.82
2005-01-14,1337.55
2005-01-17,1341.67
2005-01-18,1336.79
2005-01-19,1340.22
2005-01-20,1326.31
2005-01-21,1329.79
2005-01-24,1333.63
2005-01-25,1333.43
2005-01-26,1346.12
2005-01-27,1348.35
2005-01-28,1340.09
2005-01-31,1351.52
2005-02-01,1359.45
2005-02-02,1366.54
2005-02-03,1357.51
2005-02-04,1368.78
2005-02-07,1364.29
2005-02-08,1359.88
2005-02-09,1359.75
2005-02-10,1369.43
2005-02-11,1380.08
2005-02-14,1391.6
2005-02-15,1397.61
2005-02-16,1390.96
2005-02-17,1400.81
2005-02-18,1402.66
2005-02-21,1401.78
2005-02-22,1408.07
2005-02-23,1397.24
2005-02-24,1397.85
2005-02-25,1412.35
2005-02-28,1416.42
2005-03-01,1417.47
2005-03-02,1409.43
2005-03-03,1410.82
2005-03-04,1432.83
2005-03-07,1425.87
2005-03-08,1434.54
2005-03-09,1427.26
2005-03-10,1420.55
2005-03-11,1428.93
2005-03-14,1417.54
2005-03-15,1423.11
2005-03-16,1415.68
2005-03-17,1410.61
2005-03-18,1403.86
2005-03-21,1389.71
2005-03-22,1394.86
2005-03-23,1370.06
2005-03-24,1373.27
2005-03-29,1372.05
2005-03-30,1370.17
2005-03-31,1374.34
2005-04-01,1378.58
2005-04-04,1358.34
2005-04-05,1371.04
2005-04-06,1377.36
2005-04-07,1387.21
2005-04-08,1383.8
2005-04-11,1392.73
2005-04-12,1379.95
2005-04-13,1387.71
2005-04-14,1374.82
2005-04-15,1366.48
2005-04-18,1351.03
2005-04-19,1362.47
2005-04-20,1358.25
2005-04-21,1360.63
2005-04-22,1368.37
2005-04-25,1363.83
2005-04-26,1356.81
2005-04-27,1339.02
2005-04-28,1332.37
2005-04-29,1334.2
2005-05-02,1330.8
2005-05-03,1341.72
2005-05-04,1355.84
2005-05-05,1361.71
2005-05-06,1357.91
2005-05-09,1351.15
2005-05-10,1346.82
2005-05-11,1337.31
2005-05-12,1334.77
2005-05-13,1327.94
2005-05-16,1319.68
2005-05-17,1322.2
2005-05-18,1337.87
2005-05-19,1342.22
2005-05-20,1335.61
2005-05-23,1344.98
2005-05-24,1344.05
2005-05-25,1344.38
2005-05-26,1346.03
2005-05-27,1346.99
2005-05-30,1345.83
2005-05-31,1331.64
2005-06-01,1340.08
2005-06-02,1342.19
2005-06-03,1338.17
2005-06-06,1334.81
2005-06-07,1349.0
2005-06-08,1352.14
2005-06-09,1337.43
2005-06-10,1337.75
2005-06-13,1333.69
2005-06-14,1336.44
2005-06-15,1338.17
2005-06-16,1342.51
2005-06-17,1360.62
2005-06-20,1349.7
2005-06-21,1355.91
2005-06-22,1357.35
2005-06-23,1353.82
2005-06-24,1346.73
2005-06-27,1341.98
2005-06-28,1344.19
2005-06-29,1346.97
2005-06-30,1346.73
2005-07-01,1341.81
2005-07-04,1338.28
2005-07-05,1335.51
2005-07-06,1345.72
2005-07-07,1323.81
2005-07-08,1339.95
2005-07-11,1362.23
2005-07-12,1371.42
2005-07-13,1367.31
2005-07-14,1374.9
2005-07-15,1365.41
2005-07-18,1363.9
2005-07-19,1361.39
2005-07-20,1360.31
2005-07-21,1373.78
2005-07-22,1373.85
2005-07-25,1374.33
2005-07-26,1370.42
2005-07-27,1376.37
2005-07-28,1387.91
2005-07-29,1394.84
2005-08-01,1403.4
2005-08-02,1414.09
2005-08-03,1424.99
2005-08-04,1420.29
2005-08-05,1411.38
2005-08-08,1423.18
2005-08-09,1429.78
2005-08-10,1445.92
2005-08-11,1448.32
2005-08-12,1443.94
2005-08-15,1435.74
2005-08-16,1427.89
2005-08-17,1421.67
2005-08-18,1401.73
2005-08-19,1411.66
2005-08-22,1422.64
2005-08-23,1410.86
2005-08-24,1409.59
2005-08-25,1403.96
2005-08-26,1399.55
2005-08-29,1396.48
2005-08-30,1387.47
2005-08-31,1411.39
2005-09-01,1440.9
2005-09-02,1449.08
2005-09-05,1453.45
2005-09-06,1461.3
2005-09-07,1462.41
2005-09-08,1456.8
2005-09-09,1463.38
2005-09-12,1449.9
2005-09-13,1439.06
2005-09-14,1447.17
2005-09-15,1437.93
2005-09-16,1446.26
2005-09-19,1441.83
2005-09-20,1446.14
2005-09-21,1437.88
2005-09-22,1423.57
2005-09-23,1421.05
2005-09-26,1433.58
2005-09-27,1425.86
2005-09-28,1438.41
2005-09-29,1434.18
2005-09-30,1444.75
2005-10-03,1438.36
2005-10-04,1445.16
2005-10-05,1432.06
2005-10-06,1433.4
2005-10-07,1424.92
2005-10-10,1420.25
2005-10-11,1417.41
2005-10-12,1410.9
2005-10-13,1385.48
2005-10-14,1403.93
2005-10-17,1398.86
2005-10-18,1384.2
2005-10-19,1367.23
2005-10-20,1372.56
2005-10-21,1370.07
2005-10-24,1381.87
2005-10-25,1391.57
2005-10-26,1394.6
2005-10-27,1384.14
2005-10-28,1381.08
2005-10-31,1398.48
2005-11-01,1400.27
2005-11-02,1414.6
2005-11-03,1428.63
2005-11-04,1404.3
2005-11-07,1407.77
2005-11-08,1404.23
2005-11-09,1399.76
2005-11-10,1401.69
2005-11-11,1410.92
2005-11-14,1410.75
2005-11-15,1402.95
2005-11-16,1390.76
2005-11-17,1404.75
2005-11-18,1411.03
2005-11-21,1418.94
2005-11-22,1417.56
2005-11-23,1432.08
2005-11-24,1428.05
2005-11-25,1425.53
2005-11-28,1423.07
2005-11-29,1422.61
2005-11-30,1418.67
2005-12-01,1432.26
2005-12-02,1440.64
2005-12-05,1443.35
2005-12-06,1453.14
2005-12-07,1445.29
2005-12-08,1458.93
2005-12-09,1459.16
2005-12-12,1473.55
2005-12-13,1473.02
2005-12-14,1480.56
2005-12-15,1467.21
2005-12-16,1484.11
2005-12-19,1480.95
2005-12-20,1473.06
2005-12-21,1471.27
2005-12-22,1474.74
2005-12-23,1475.58
2005-12-27,1478.98
2005-12-28,1483.41
2005-12-29,1482.95
2005-12-30,1468.09
2006-01-02,1473.26
2006-01-03,1505.54
2006-01-04,1534.09
2006-01-05,1529.65
2006-01-06,1546.87
2006-01-09,1540.35
2006-01-10,1530.26
2006-01-11,1542.37
2006-01-12,1540.06
2006-01-13,1535.83
2006-01-16,1544.41
2006-01-17,1525.92
2006-01-18,1517.11
2006-01-19,1527.22
2006-01-20,1514.9
2006-01-23,1534.99
2006-01-24,1530.58
2006-01-25,1545.94
2006-01-26,1558.86
2006-01-27,1562.51
2006-01-30,1555.59
2006-01-31,1563.09
2006-02-01,1573.75
2006-02-02,1557.8
2006-02-03,1546.99
2006-02-06,1545.91
2006-02-07,1536.99
2006-02-08,1534.22
2006-02-09,1552.24
2006-02-10,1541.09
2006-02-13,1547.97
2006-02-14,1540.95
2006-02-15,1545.98
2006-02-16,1552.52
2006-02-17,1561.37
2006-02-20,1568.58
2006-02-21,1567.44
2006-02-22,1572.88
2006-02-23,1575.4
2006-02-24,1573.3
2006-02-27,1575.99
2006-02-28,1562.33
2006-03-01,1577.42
2006-03-02,1569.58
2006-03-03,1573.12
2006-03-06,1581.47
2006-03-07,1557.29
2006-03-08,1549.61
2006-03-09,1562.17
2006-03-10,1568.95
2006-03-13,1586.61
2006-03-14,1601.39
2006-03-15,1606.37
2006-03-16,1623.07
2006-03-17,1626.16
2006-03-20,1629.82
2006-03-21,1620.46
2006-03-22,1624.94
2006-03-23,1609.29
2006-03-24,1621.59
2006-03-27,1611.23
2006-03-28,1609.05
2006-03-29,1601.73
2006-03-30,1633.16
2006-03-31,1616.91
2006-04-03,1631.6
2006-04-04,1643.0
2006-04-05,1649.94
2006-04-06,1648.55
2006-04-07,1626.77
2006-04-10,1633.63
2006-04-11,1618.35
2006-04-12,1612.67
2006-04-13,1615.63
2006-04-18,1640.07
2006-04-19,1665.63
2006-04-20,1666.52
2006-04-21,1682.2
2006-04-24,1676.84
2006-04-25,1680.75
2006-04-26,1689.46
2006-04-27,1693.31
2006-04-28,1693.59
2006-05-01,1701.13
2006-05-02,1717.44
2006-05-03,1699.24
2006-05-04,1716.93
2006-05-05,1739.51
2006-05-08,1737.33
2006-05-09,1750.99
2006-05-10,1745.85
2006-05-11,1742.87
2006-05-12,1715.07
2006-05-15,1684.55
2006-05-16,1689.77
2006-05-17,1634.38
2006-05-18,1631.02
2006-05-19,1618.36
2006-05-22,1586.94
2006-05-23,1631.45
2006-05-24,1596.93
2006-05-25,1619.16
2006-05-26,1642.32
2006-05-29,1645.46
2006-05-30,1626.38
2006-05-31,1635.37
2006-06-01,1638.71
2006-06-02,1657.41
2006-06-05,1648.64
2006-06-06,1600.07
2006-06-07,1603.54
2006-06-08,1543.54
2006-06-09,1570.61
2006-06-12,1551.08
2006-06-13,1514.08
2006-06-14,1523.01
2006-06-15,1560.44
2006-06-16,1551.95
2006-06-19,1552.42
2006-06-20,1562.69
2006-06-21,1571.46
2006-06-22,1569.52
2006-06-23,1564.97
2006-06-26,1564.22
2006-06-27,1559.48
2006-06-28,1553.97
2006-06-29,1583.02
2006-06-30,1636.57
2006-07-03,1646.51
2006-07-04,1649.09
2006-07-05,1619.45
2006-07-06,1638.67
2006-07-07,1644.89
2006-07-10,1639.56
2006-07-11,1626.38
2006-07-12,1622.33
2006-07-13,1599.41
2006-07-14,1572.51
2006-07-17,1551.68
2006-07-18,1545.26
2006-07-19,1588.59
2006-07-20,1602.21
2006-07-21,1592.45
2006-07-24,1614.35
2006-07-25,1615.93
2006-07-26,1620.63
2006-07-27,1652.62
2006-07-28,1666.76
2006-07-31,1659.88
2006-08-01,1644.63
2006-08-02,1669.98
2006-08-03,1653.69
2006-08-04,1685.77
2006-08-07,1662.79
2006-08-08,1661.01
2006-08-09,1678.12
2006-08-10,1650.44
2006-08-11,1651.12
2006-08-14,1662.74
2006-08-15,1682.7
2006-08-16,1697.5
2006-08-17,1700.71
2006-08-18,1691.27
2006-08-21,1703.33
2006-08-22,1694.41
2006-08-23,1684.14
2006-08-24,1688.7
2006-08-25,1683.89
2006-08-28,1696.73
2006-08-29,1695.62
2006-08-30,1715.33
2006-08-31,1707.06
2006-09-01,1715.79
2006-09-04,1731.05
2006-09-05,1717.79
2006-09-06,1696.56
2006-09-07,1673.21
2006-09-08,1671.67
2006-09-11,1665.51
2006-09-12,1686.31
2006-09-13,1689.43
2006-09-14,1698.52
2006-09-15,1690.19
2006-09-18,1695.18
2006-09-19,1688.56
2006-09-20,1705.83
2006-09-21,1715.37
2006-09-22,1706.31
2006-09-25,1696.43
2006-09-26,1710.89
2006-09-27,1725.69
2006-09-28,1724.41
2006-09-29,1720.64
2006-10-02,1730.23
2006-10-03,1725.03
2006-10-04,1730.25
2006-10-05,1740.23
2006-10-06,1728.89
2006-10-09,1732.98
2006-10-10,1735.86
2006-10-11,1739.01
2006-10-12,1751.49
2006-10-13,1750.35
2006-10-16,1757.07
2006-10-17,1742.31
2006-10-18,1754.56
2006-10-19,1765.59
2006-10-20,1771.92
2006-10-23,1770.14
2006-10-24,1770.5
2006-10-25,1782.08
2006-10-26,1791.25
2006-10-27,1794.36
2006-10-30,1787.6
2006-10-31,1793.41
2006-11-01,1800.35
2006-11-02,1792.67
2006-11-03,1789.7
2006-11-06,1810.68
2006-11-07,1831.54
2006-11-08,1823.9
2006-11-09,1825.68
2006-11-10,1832.79
2006-11-13,1829.39
2006-11-14,1824.41
2006-11-15,1834.52
2006-11-16,1838.19
2006-11-17,1826.79
2006-11-20,1831.11
2006-11-21,1835.02
2006-11-22,1847.87
2006-11-23,1845.56
2006-11-24,1852.02
2006-11-27,1828.58
2006-11-28,1826.82
2006-11-29,1851.1
2006-11-30,1852.94
2006-12-01,1849.68
2006-12-04,1860.28
2006-12-05,1870.42
2006-12-06,1872.43
2006-12-07,1880.29
2006-12-08,1884.76
2006-12-11,1880.87
2006-12-12,1891.24
2006-12-13,1900.33
2006-12-14,1904.48
2006-12-15,1902.79
2006-12-18,1898.39
2006-12-19,1900.69
2006-12-20,1908.07
2006-12-21,1903.21
2006-12-22,1893.7
2006-12-27,1908.58
2006-12-28,1911.6
2006-12-29,1911.79
2007-01-02,1949.5
2007-01-03,1937.88
2007-01-04,1916.68
2007-01-05,1886.17
2007-01-08,1886.33
2007-01-09,1889.46
2007-01-10,1869.42
2007-01-11,1893.24
2007-01-12,1908.44
2007-01-15,1920.8
2007-01-16,1909.43
2007-01-17,1910.83
2007-01-18,1910.16
2007-01-19,1922.75
2007-01-22,1917.03
2007-01-23,1927.75
2007-01-24,1934.71
2007-01-25,1930.58
2007-01-26,1907.26
2007-01-29,1916.57
2007-01-30,1926.33
2007-01-31,1922.02
2007-02-01,1947.73
2007-02-02,1950.31
2007-02-05,1944.42
2007-02-06,1954.73
2007-02-07,1969.92
2007-02-08,1956.23
2007-02-09,1959.59
2007-02-12,1943.26
2007-02-13,1954.14
2007-02-14,1986.39
2007-02-15,1987.13
2007-02-16,1981.49
2007-02-20,1987.09
2007-02-21,1969.82
2007-02-22,1973.45
2007-02-23,1986.96
2007-02-26,1996.25
2007-02-27,1947.81
2007-02-28,1912.93
2007-03-01,1889.54
2007-03-02,1884.69
2007-03-05,1852.44
2007-03-06,1870.82
2007-03-07,1886.59
2007-03-08,1908.74
2007-03-09,1911.04
2007-03-12,1911.85
2007-03-13,1893.87
2007-03-14,1847.58
2007-03-15,1887.65
2007-03-16,1895.79
2007-03-19,1922.24
2007-03-20,1935.79
2007-03-21,1945.78
2007-03-22,1981.76
2007-03-23,1982.92
2007-03-26,1971.12
2007-03-27,1971.21
2007-03-28,1962.06
2007-03-29,1979.0
2007-03-30,1975.17
2007-04-02,1991.62
2007-04-03,2012.01
2007-04-04,2014.92
2007-04-05,2025.51
2007-04-10,2038.08
2007-04-11,2035.82
2007-04-12,2037.2
2007-04-13,2053.88
2007-04-16,2082.49
2007-04-17,2087.28
2007-04-18,2078.71
2007-04-19,2074.32
2007-04-20,2098.02
2007-04-23,2091.82
2007-04-24,2081.62
2007-04-25,2100.18
2007-04-26,2094.94
2007-04-27,2090.03
2007-04-30,2093.28
2007-05-01,2084.5
2007-05-02,2094.67
2007-05-03,2096.21
2007-05-04,2116.02
2007-05-07,2122.44
2007-05-08,2090.52
2007-05-09,2098.14
2007-05-10,2076.85
2007-05-11,2088.96
2007-05-14,2087.39
2007-05-15,2102.66
2007-05-16,2095.08
2007-05-17,2088.29
2007-05-18,2108.31
2007-05-21,2099.93
2007-05-22,2100.34
2007-05-23,2120.38
2007-05-24,2096.99
2007-05-25,2099.6
2007-05-29,2108.1
2007-05-30,2095.98
2007-05-31,2116.11
2007-06-01,2129.73
2007-06-04,2134.28
2007-06-05,2127.66
2007-06-06,2089.02
2007-06-07,2060.06
2007-06-08,2043.25
2007-06-11,2059.84
2007-06-12,2044.55
2007-06-13,2050.25
2007-06-14,2083.3
2007-06-15,2117.68
2007-06-18,2114.97
2007-06-19,2109.56
2007-06-20,2118.86
2007-06-21,2094.06
2007-06-22,2091.76
2007-06-25,2093.18
2007-06-26,2081.3
2007-06-27,2067.5
2007-06-28,2093.61
2007-06-29,2111.24
2007-07-02,2122.56
2007-07-03,2138.96
2007-07-05,2132.87
2007-07-06,2150.85
2007-07-09,2157.53
2007-07-10,2147.61
2007-07-11,2149.04
2007-07-12,2173.08
2007-07-13,2182.19
2007-07-16,2185.36
2007-07-17,2176.87
2007-07-18,2155.27
2007-07-19,2178.19
2007-07-20,2156.01
2007-07-23,2166.48
2007-07-24,2134.42
2007-07-25,2097.62
2007-07-26,2040.24
2007-07-27,2021.16
2007-07-30,2021.43
2007-07-31,2064.69
2007-08-01,2031.39
2007-08-02,2045.69
2007-08-03,2033.1
2007-08-06,2019.24
2007-08-07,2041.34
2007-08-08,2088.82
2007-08-09,2035.38
2007-08-10,1969.1
2007-08-13,2004.13
2007-08-14,1973.49
2007-08-15,1954.25
2007-08-16,1876.75
2007-08-17,1933.28
2007-08-20,1940.42
2007-08-21,1942.27
2007-08-22,1978.86
2007-08-23,1990.77
2007-08-24,2007.83
2007-08-27,2011.49
2007-08-28,1976.01
2007-08-29,1988.75
2007-08-30,2010.19
2007-08-31,2036.26
2007-09-04,2049.15
2007-09-05,2022.29
2007-09-06,2035.48
2007-09-07,2001.63
2007-09-10,1988.08
2007-09-11,2027.84
2007-09-12,2039.86
2007-09-13,2056.59
2007-09-14,2031.24
2007-09-17,2001.83
2007-09-18,2031.37
2007-09-19,2097.86
2007-09-20,2104.03
2007-09-21,2114.97
2007-09-24,2113.09
2007-09-25,2094.32
2007-09-26,2108.05
2007-09-27,2128.62
2007-09-28,2138.07
2007-10-01,2157.97
2007-10-02,2153.64
2007-10-03,2153.64
2007-10-04,2157.44
2007-10-05,2174.54
2007-10-08,2156.39
2007-10-09,2171.69
2007-10-10,2185.22
2007-10-11,2210.08
2007-10-12,2201.45
2007-10-15,2189.57
2007-10-16,2163.37
2007-10-17,2183.34
2007-10-18,2178.41
2007-10-19,2160.0
2007-10-22,2116.2
2007-10-23,2151.7
2007-10-24,2137.66
2007-10-25,2173.52
2007-10-26,2198.68
2007-10-29,2216.81
2007-10-30,2209.18
2007-10-31,2235.36
2007-11-01,2196.91
2007-11-02,2188.25
2007-11-05,2172.42
2007-11-06,2191.71
2007-11-07,2192.46
2007-11-08,2184.53
2007-11-09,2148.02
2007-11-12,2127.28
2007-11-13,2141.66
2007-11-14,2165.25
2007-11-15,2128.9
2007-11-16,2112.18
2007-11-19,2069.6
2007-11-20,2111.27
2007-11-21,2063.15
2007-11-23,2108.28
2007-11-26,2102.11
2007-11-27,2094.72
2007-11-28,2136.59
2007-11-29,2147.6
2007-11-30,2159.77
2007-12-03,2148.1
2007-12-04,2131.3
2007-12-05,2154.21
2007-12-06,2150.33
2007-12-07,2172.2
2007-12-10,2193.21
2007-12-11,2181.81
2007-12-12,2187.28
2007-12-13,2123.22
2007-12-14,2108.69
2007-12-17,2064.01
2007-12-18,2065.0
2007-12-19,2053.88
2007-12-20,2052.44
2007-12-21,2084.83
2007-12-24,2091.19
2007-12-27,2116.99
2007-12-28,2132.27
2007-12-31,2121.27
2008-01-02,2110.03
2008-01-03,2104.35
2008-01-04,2071.12
2008-01-07,2060.81
2008-01-08,2072.44
2008-01-09,2039.06
2008-01-10,2028.42
2008-01-11,2025.01
2008-01-14,2043.58
2008-01-15,1987.38
2008-01-16,1946.24
2008-01-17,1937.03
2008-01-18,1907.77
2008-01-22,1836.35
2008-01-23,1772.92
2008-01-24,1886.85
2008-01-25,1886.12
2008-01-28,1877.71
2008-01-29,1905.89
2008-01-30,1895.6
2008-01-31,1898.57
2008-02-01,1936.4
2008-02-04,1939.25
2008-02-05,1857.1
2008-02-06,1868.8
2008-02-07,1813.21
2008-02-08,1820.82
2008-02-11,1804.28
2008-02-12,1876.69
2008-02-13,1874.62
2008-02-14,1883.5
2008-02-15,1854.75
2008-02-19,1901.58
2008-02-20,1866.77
2008-02-21,1897.29
2008-02-22,1885.66
2008-02-25,1919.84
2008-02-26,1953.82
2008-02-27,1978.36
2008-02-28,1952.35
2008-02-29,1925.78
2008-03-03,1901.59
2008-03-04,1879.95
2008-03-05,1916.09
2008-03-06,1901.47
2008-03-07,1880.03
2008-03-10,1859.24
2008-03-11,1875.37
2008-03-12,1917.63
2008-03-13,1903.51
2008-03-14,1887.39
2008-03-17,1820.26
2008-03-18,1887.35
2008-03-19,1851.19
2008-03-20,1819.52
2008-03-25,1900.72
2008-03-26,1908.32
2008-03-27,1935.84
2008-03-28,1920.31
2008-03-31,1926.54
2008-04-01,1957.52
2008-04-02,1981.61
2008-04-03,1975.33
2008-04-04,1996.58
2008-04-07,2011.2
2008-04-08,1990.8
2008-04-09,1986.22
2008-04-10,1979.76
2008-04-11,1955.27
2008-04-14,1942.84
2008-04-15,1946.91
2008-04-16,1999.24
2008-04-17,1981.44
2008-04-18,2006.12
2008-04-21,2006.42
2008-04-22,2004.74
2008-04-23,2004.92
2008-04-24,1983.7
2008-04-25,2003.54
2008-04-28,2013.17
2008-04-29,1992.17
2008-04-30,2001.41
2008-05-01,1988.98
2008-05-02,2017.34
2008-05-05,2021.43
2008-05-06,2021.14
2008-05-07,2017.21
2008-05-08,2019.48
2008-05-09,1994.27
2008-05-12,2010.24
2008-05-13,2005.66
2008-05-14,2012.3
2008-05-15,2022.51
2008-05-16,2042.27
2008-05-19,2056.29
2008-05-20,2029.63
2008-05-21,2030.22
2008-05-22,2031.17
2008-05-23,2004.31
2008-05-27,1985.66
2008-05-28,1992.18
2008-05-29,1985.08
2008-05-30,1991.83
2008-06-02,1967.57
2008-06-03,1974.79
2008-06-04,1947.83
2008-06-05,1956.5
2008-06-06,1942.43
2008-06-09,1932.86
2008-06-10,1889.33
2008-06-11,1864.11
2008-06-12,1865.99
2008-06-13,1866.05
2008-06-16,1876.03
2008-06-17,1889.94
2008-06-18,1863.46
2008-06-19,1851.03
2008-06-20,1835.43
2008-06-23,1817.3
2008-06-24,1816.29
2008-06-25,1834.26
2008-06-26,1808.62
2008-06-27,1801.51
2008-06-30,1815.38
2008-07-01,1775.81
2008-07-02,1773.96
2008-07-03,1771.99
2008-07-07,1767.37
2008-07-08,1743.28
2008-07-09,1779.13
2008-07-10,1748.6
2008-07-11,1713.92
2008-07-14,1725.22
2008-07-15,1695.46
2008-07-16,1690.86
2008-07-17,1745.46
2008-07-18,1769.4
2008-07-21,1780.78
2008-07-22,1769.7
2008-07-23,1789.51
2008-07-24,1758.7
2008-07-25,1756.17
2008-07-28,1745.8
2008-07-29,1735.26
2008-07-30,1758.22
2008-07-31,1761.54
2008-08-01,1734.56
2008-08-04,1723.57
2008-08-05,1754.67
2008-08-06,1763.33
2008-08-07,1753.61
2008-08-08,1727.96
2008-08-11,1747.07
2008-08-12,1730.21
2008-08-13,1682.28
2008-08-14,1694.68
2008-08-15,1677.88
2008-08-18,1678.18
2008-08-19,1636.11
2008-08-20,1645.16
2008-08-21,1648.71
2008-08-22,1672.95
2008-08-25,1659.4
2008-08-26,1647.91
2008-08-27,1657.74
2008-08-28,1681.92
2008-08-29,1687.51
2008-09-02,1673.87
2008-09-03,1641.15
2008-09-04,1590.22
2008-09-05,1543.41
2008-09-08,1587.46
2008-09-09,1570.13
2008-09-10,1549.54
2008-09-11,1526.0
2008-09-12,1580.42
2008-09-15,1526.91
2008-09-16,1479.28
2008-09-17,1456.23
2008-09-18,1467.21
2008-09-19,1591.45
2008-09-22,1583.68
2008-09-23,1564.96
2008-09-24,1548.98
2008-09-25,1580.82
2008-09-26,1544.78
2008-09-29,1444.01
2008-09-30,1431.18
2008-10-01,1436.08
2008-10-02,1395.82
2008-10-03,1436.96
2008-10-06,1297.9
2008-10-07,1307.38
2008-10-08,1229.81
2008-10-09,1204.57
2008-10-10,1101.56
2008-10-13,1219.45
2008-10-14,1261.59
2008-10-15,1175.35
2008-10-16,1102.27
2008-10-17,1149.92
2008-10-20,1180.2
2008-10-21,1162.74
2008-10-22,1079.35
2008-10-23,1073.99
2008-10-24,1011.22
2008-10-27,970.06
2008-10-28,995.05
2008-10-29,1099.21
2008-10-30,1110.98
2008-10-31,1126.08
2008-11-03,1138.44
2008-11-04,1209.51
2008-11-05,1189.37
2008-11-06,1099.49
2008-11-07,1118.87
2008-11-10,1130.07
2008-11-11,1061.92
2008-11-12,1025.07
2008-11-13,1023.31
2008-11-14,1040.44
2008-11-17,1010.63
2008-11-18,1019.83
2008-11-19,979.16
2008-11-20,933.51
2008-11-21,909.41
2008-11-24,1012.09
2008-11-25,1030.78
2008-11-26,1023.71
2008-11-28,1044.68
2008-12-01,974.67
2008-12-02,1001.06
2008-12-03,1004.3
2008-12-04,1003.47
2008-12-05,959.46
2008-12-08,1045.26
2008-12-09,1056.63
2008-12-10,1063.66
2008-12-11,1076.03
2008-12-12,1057.46
2008-12-15,1077.31
2008-12-16,1092.24
2008-12-17,1129.23
2008-12-18,1139.82
2008-12-19,1091.68
2008-12-22,1073.4
2008-12-23,1073.14
2008-12-24,1072.14
2008-12-29,1097.64
2008-12-30,1109.78
2008-12-31,1098.84
2009-01-02,1136.02
2009-01-05,1134.25
2009-01-06,1135.78
2009-01-07,1143.56
2009-01-08,1141.48
2009-01-09,1118.25
2009-01-12,1087.39
2009-01-13,1058.47
2009-01-14,1010.92
2009-01-15,994.38
2009-01-16,1018.1
2009-01-20,955.38
2009-01-21,946.15
2009-01-22,943.23
2009-01-23,929.78
2009-01-26,984.13
2009-01-27,988.47
2009-01-28,1023.65
2009-01-29,994.52
2009-01-30,976.21
2009-02-02,950.55
2009-02-03,980.68
2009-02-04,998.86
2009-02-05,994.2
2009-02-06,1016.16
2009-02-09,1037.26
2009-02-10,1005.93
2009-02-11,992.1
2009-02-12,969.98
2009-02-13,983.62
2009-02-17,921.69
2009-02-18,915.34
2009-02-19,927.36
2009-02-20,889.42
2009-02-23,889.02
2009-02-24,877.9
2009-02-25,871.2
2009-02-26,894.17
2009-02-27,873.95
2009-03-02,822.49
2009-03-03,805.38
2009-03-04,836.44
2009-03-05,805.63
2009-03-06,803.0
2009-03-09,794.23
2009-03-10,842.53
2009-03-11,845.31
2009-03-12,852.45
2009-03-13,864.75
2009-03-16,895.57
2009-03-17,887.97
2009-03-18,890.2
2009-03-19,937.98
2009-03-20,930.6
2009-03-23,958.85
2009-03-24,958.07
2009-03-25,962.95
2009-03-26,966.17
